category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id,date,year,month,day,day_of_week,total_price
Sports,1c195626,,PayPal,834.78,fdec1ae3,Basketball,10,0.0,Chicago,USA,TX,7280 Pine St,38256,,2024-07-04 21:50:43,4de24d66-7674-4645-809e-e9afe0413a9c,2024-07-04,2024,7,4,5,8347.8
Toys,9aec48ff,,Credit Card,129.43,06d2c5bb,Board Game,10,0.0,Chicago,USA,IL,2487 Oak St,59054,,2024-12-27 19:59:43,d7079758-540a-4ca4-afb3-a09859209e76,2024-12-27,2024,12,27,6,1294.3000000000002
Books,4e1cdfa2,,Bank Transfer,711.29,331aa456,History,10,5.0,Chicago,USA,AZ,672 Pine St,68002,,2024-05-11 05:39:43,40b29728-6c61-4c3b-8561-523f162e71c6,2024-05-11,2024,5,11,7,7112.9
Electronics,c0c80f39,,Cash,221.43,f5997dcd,Tablet,10,3.0,Chicago,USA,IL,7398 Maple St,40130,"trending,limited,new",2025-03-06 03:39:43,e2b675ee-99d9-4a70-a937-aa60330ed13f,2025-03-06,2025,3,6,5,2214.3
Sports,81dc86bc,,Gift Card,136.73,3a90b9f2,Bicycle,10,3.0,Los Angeles,USA,AZ,1445 Main St,90787,,2024-05-29 07:45:43,4bc6e38f-112c-44e0-9f62-82a0577b8058,2024-05-29,2024,5,29,4,1367.3
Electronics,5d963c3f,,Bank Transfer,104.11,6240b976,Laptop,6,0.0,Phoenix,USA,IL,5224 Oak St,70235,"sale,trending",2024-09-30 06:17:43,20852047-ba59-425a-bb99-0584ae4bbfc5,2024-09-30,2024,9,30,2,624.66
Sports,abc5ec32,,Gift Card,774.71,9335a946,Basketball,10,0.0,Phoenix,USA,TX,5734 Pine St,81322,"sale,new,exclusive",2024-08-05 11:20:43,aea07174-21c5-4c85-94e1-ad8bad8b5bd2,2024-08-05,2024,8,5,2,7747.1
Books,47cb8ac3,,Credit Card,863.24,6dbfbf78,Biography,9,0.0,Chicago,USA,IL,7209 Main St,30346,"trending,sale",2024-06-19 08:36:43,fc16b71d-5699-4741-a6c3-21997309a694,2024-06-19,2024,6,19,4,7769.16
Electronics,ff62a337,,Gift Card,997.62,9c0dee43,Smartphone,9,4.0,Los Angeles,USA,NY,5589 Main St,80954,"limited,exclusive,trending",2024-11-13 20:15:43,da25cc6a-4dbc-45ff-a1be-5fceb55e038d,2024-11-13,2024,11,13,4,8978.58
Health,67f36ba3,,Debit Card,415.67,21cb921d,Vitamins,2,3.0,New York,USA,TX,5747 Pine St,89768,"limited,sale,trending",2024-09-11 12:53:43,f4bfada5-0e5a-41de-b283-00fa906d2618,2024-09-11,2024,9,11,4,831.34
Health,4b5249a6,,Credit Card,651.59,5a700b89,Bandages,10,5.0,Los Angeles,USA,TX,9288 Main St,75247,"sale,limited",2024-04-28 10:25:43,70f9ad51-065e-4272-85ab-1c47901e7571,2024-04-28,2024,4,28,1,6515.900000000001
Electronics,952c983c,,Credit Card,812.15,578efb36,Laptop,6,0.0,Houston,USA,IL,2946 Cedar St,25521,trending,2024-09-27 06:13:43,be4aefe8-4edc-4ed0-a39c-5020ec69fc0e,2024-09-27,2024,9,27,6,4872.9
Grocery,034e3c1b,,Gift Card,487.67,2d0a846d,Frozen Meals,2,2.0,New York,USA,CA,997 Pine St,13906,new,2024-11-14 07:22:43,af1bc957-2925-4105-9c7d-180a25f97643,2024-11-14,2024,11,14,5,975.34
Health,85adefeb,,Debit Card,824.94,0ae03f9e,Thermometer,5,5.0,Los Angeles,USA,IL,1055 Cedar St,78866,"limited,new",2024-10-22 17:59:43,6fcb46e3-c1fe-47e9-b2ae-bfb4c1df9f1c,2024-10-22,2024,10,22,3,4124.700000000001
Books,5fccffda,,PayPal,263.64,d56fdf52,History,2,0.0,Houston,USA,IL,7709 Main St,79380,"sale,trending",2024-05-17 16:27:43,737d907e-3b8e-4b3a-aef2-4dbfab824372,2024-05-17,2024,5,17,6,527.28
Beauty,9c740ca8,,Gift Card,61.83,ccbcf574,Perfume,9,3.0,Phoenix,USA,NY,2511 Cedar St,54180,"sale,limited,exclusive",2025-02-08 04:42:43,3abf989a-57ec-4895-aa29-dbcdcfbf453f,2025-02-08,2025,2,8,7,556.47
Sports,340e57eb,,Bank Transfer,226.69,4ba26f12,Yoga Mat,5,3.0,Phoenix,USA,CA,250 Pine St,49858,,2024-12-06 04:15:43,9a20cc6b-bade-4c4b-9fd7-bbc4f5f7e758,2024-12-06,2024,12,6,6,1133.45
Books,284bf360,,Bank Transfer,513.75,b39aa3f2,Biography,10,2.0,New York,USA,IL,7745 Maple St,50385,,2024-05-03 13:32:43,81011412-d8bd-4963-8c95-8f5f0cfda3fe,2024-05-03,2024,5,3,6,5137.5
Grocery,710e1da7,,Gift Card,611.5,13e2a45a,Frozen Meals,9,3.0,Houston,USA,TX,6601 Main St,72088,"limited,exclusive,new",2024-07-09 05:53:43,ff405ff2-01af-4b79-b74c-3ddef86a908f,2024-07-09,2024,7,9,3,5503.5
Home & Kitchen,ddd20b2c,,Credit Card,491.79,9cc4c95f,Blender,5,5.0,Phoenix,USA,AZ,7999 Oak St,62109,"sale,new",2025-01-07 20:19:43,b29f6b73-40f3-4d72-b0d3-0932889d82c7,2025-01-07,2025,1,7,3,2458.9500000000003
Toys,68135673,,Gift Card,69.1,98484ca7,Building Blocks,3,4.0,Los Angeles,USA,NY,3211 Maple St,83642,"trending,exclusive,new",2024-05-08 18:09:43,e5f67809-116d-46e4-8e57-0261f711c409,2024-05-08,2024,5,8,4,207.29999999999998
Clothing,7170d1f8,,Credit Card,307.75,26f55a29,Socks,10,0.0,New York,USA,TX,5661 Pine St,73927,"new,limited,sale",2024-11-24 15:57:43,651a4ff8-9776-492c-b070-758f78489ffb,2024-11-24,2024,11,24,1,3077.5
Health,a6729c92,,Credit Card,766.11,dec1310e,First Aid Kit,6,3.0,Los Angeles,USA,NY,4093 Maple St,38049,,2024-05-22 05:26:43,a9a066b5-9229-4d2f-8dcb-7d31bb92e54b,2024-05-22,2024,5,22,4,4596.66
Health,19c9bfb6,,Cash,886.65,443c73fa,Vitamins,9,4.0,Houston,USA,AZ,3546 Maple St,82203,exclusive,2024-09-12 20:51:43,6732fd2d-9f5d-44c2-b97d-0d54f8d84177,2024-09-12,2024,9,12,5,7979.849999999999
Home & Kitchen,b3d8b96c,,Debit Card,559.56,c336a055,Coffee Maker,1,2.0,Houston,USA,AZ,4138 Cedar St,61182,"sale,limited,new",2025-03-04 12:36:43,03a9ae96-d633-475f-8fb6-b909636dc9b0,2025-03-04,2025,3,4,3,559.56
Health,26575312,,Cash,211.3,03fade94,Vitamins,6,2.0,Chicago,USA,TX,7143 Maple St,18836,sale,2025-03-18 11:10:43,becee621-076f-4b0c-8c81-c6c97e35179b,2025-03-18,2025,3,18,3,1267.8000000000002
Automotive,ffcbe850,,Bank Transfer,911.07,4d5ff251,Car Wax,5,2.0,Phoenix,USA,CA,8251 Main St,53436,,2024-05-18 06:11:43,460a53ea-e0cd-43d9-b792-b7a83ca91328,2024-05-18,2024,5,18,7,4555.35
Sports,8a446b53,,Credit Card,399.93,34f8cc09,Basketball,5,5.0,New York,USA,CA,7296 Oak St,77209,"limited,new",2024-04-29 03:07:43,f27ba37f-1af2-47d4-a0f1-db5b1bf7212a,2024-04-29,2024,4,29,2,1999.65
Toys,4fe7a1ef,,PayPal,475.96,8d3b2cc8,Puzzle,8,0.0,Los Angeles,USA,TX,8162 Oak St,45972,"sale,limited",2025-01-25 04:14:43,a8da15d4-8fc0-4bd8-87e0-b23f916a2e8c,2025-01-25,2025,1,25,7,3807.68
Sports,af711320,,Gift Card,514.57,a0cfff4c,Tennis Racket,5,0.0,Los Angeles,USA,IL,3207 Maple St,72848,"new,trending,exclusive",2025-02-08 07:34:43,6b8e0bcd-cb6a-47c8-a190-22fdb9a7870c,2025-02-08,2025,2,8,7,2572.8500000000004
Books,b906a7ca,,Cash,447.11,117be418,Biography,5,0.0,Los Angeles,USA,AZ,9478 Oak St,73754,,2024-07-15 01:52:43,8c07adc2-ef1b-4927-be6f-795210b05302,2024-07-15,2024,7,15,2,2235.55
Toys,f905a35f,,Cash,509.43,28955441,Puzzle,7,2.0,New York,USA,CA,5455 Maple St,51733,"limited,trending",2024-11-12 00:04:43,b6d1b70a-bd87-413a-af02-7fba9a153d29,2024-11-12,2024,11,12,3,3566.01
Grocery,ac5dc16f,,Cash,648.89,7fe980e2,Frozen Meals,7,5.0,New York,USA,TX,721 Main St,83322,trending,2025-02-03 03:06:43,1891dc85-00bb-432c-b572-8b83de61bc50,2025-02-03,2025,2,3,2,4542.23
Grocery,c3eda9a9,,Credit Card,602.19,72e40462,Canned Goods,4,4.0,Phoenix,USA,AZ,5186 Cedar St,36511,,2025-03-06 06:40:43,9ae926aa-bf70-4eeb-a06e-485b0f5cbe03,2025-03-06,2025,3,6,5,2408.76
Home & Kitchen,2d62d45a,,Debit Card,297.81,f953860e,Blender,6,4.0,New York,USA,CA,6930 Maple St,98709,"new,exclusive",2024-10-09 06:05:43,d0e5f9bd-a900-4690-b053-721e62d4ff68,2024-10-09,2024,10,9,4,1786.8600000000001
Clothing,7ab6152a,,Cash,960.98,fc7d19fa,Hat,7,0.0,New York,USA,CA,627 Oak St,83730,"sale,trending",2024-05-03 03:52:43,0e0de1e0-0932-4582-a910-3a73a4f7f399,2024-05-03,2024,5,3,6,6726.860000000001
Clothing,22d6d54d,,Bank Transfer,785.06,de2db835,Dress,8,0.0,Chicago,USA,TX,6822 Pine St,54485,trending,2024-10-23 09:11:43,949b9919-a539-41aa-8e41-a95546e0c752,2024-10-23,2024,10,23,4,6280.48
Toys,f0dc66c4,,Gift Card,244.86,51d04bb8,Puzzle,5,5.0,Phoenix,USA,AZ,3653 Cedar St,31140,"new,limited",2024-07-23 04:10:43,a2150d37-f62c-44bf-be8d-27d0ff60981b,2024-07-23,2024,7,23,3,1224.3000000000002
Clothing,cefbbbb3,,Gift Card,975.63,86557e4c,Jacket,4,0.0,Houston,USA,TX,3340 Main St,61531,,2025-03-09 11:54:43,011c21e0-78a3-4410-909a-289acb97d2b9,2025-03-09,2025,3,9,1,3902.52
Sports,2c28b502,,Gift Card,61.27,1fa7dc52,Yoga Mat,1,3.0,Houston,USA,TX,8424 Main St,75384,"limited,trending",2024-08-17 21:28:43,89d0fe56-93ca-4749-a221-2b28f01f5175,2024-08-17,2024,8,17,7,61.27
Automotive,7dabf345,,Cash,370.25,b21ec33b,Car Wax,7,1.0,New York,USA,IL,2854 Cedar St,27626,,2024-08-17 10:00:43,fd0b09e3-8cad-4947-b11c-4e4b93c1051e,2024-08-17,2024,8,17,7,2591.75
Sports,bd05023b,,PayPal,641.07,b351f849,Basketball,3,3.0,Houston,USA,CA,6494 Pine St,78129,"exclusive,sale",2024-10-20 20:46:43,8e240bc7-6d43-428c-83d5-3f111785a124,2024-10-20,2024,10,20,1,1923.21
Books,c9001387,,Bank Transfer,856.17,6b14aee4,Fiction Novel,9,3.0,Los Angeles,USA,NY,476 Pine St,94311,"exclusive,new,trending",2024-07-12 15:55:43,1a199c11-1e45-4bcd-8e71-d5a9f289eaad,2024-07-12,2024,7,12,6,7705.53
Home & Kitchen,39409141,,PayPal,10.76,d56d044e,Blender,8,5.0,Chicago,USA,NY,8071 Oak St,55170,"limited,sale",2024-09-30 05:25:43,d6085d07-3f8b-4fde-b3a8-df6cb80bca14,2024-09-30,2024,9,30,2,86.08
Books,bd6817c4,,Bank Transfer,464.27,d0129d8b,Fiction Novel,8,1.0,Houston,USA,IL,8206 Main St,86158,,2024-11-18 03:09:43,2c19bf8e-0593-4c13-8522-210b6219def2,2024-11-18,2024,11,18,2,3714.16
Health,21a4fe18,,Gift Card,803.98,4ade5dcd,Vitamins,7,3.0,New York,USA,IL,1195 Main St,43941,trending,2025-02-08 13:04:43,6674fad2-7b54-4bc5-8ed6-fbb999612b77,2025-02-08,2025,2,8,7,5627.860000000001
Health,768485ad,,PayPal,62.55,ed9c7117,First Aid Kit,3,1.0,Chicago,USA,AZ,504 Pine St,53056,"new,limited",2024-07-01 21:30:43,1907bf2c-6d90-48b6-8ea8-48570b3644be,2024-07-01,2024,7,1,2,187.64999999999998
Grocery,65f2e664,,Debit Card,409.75,e31735af,Pasta,7,1.0,Houston,USA,CA,6140 Main St,12617,"exclusive,new,trending",2024-04-05 00:01:43,cdefd2d5-7234-4f55-ae6f-8266ebd0afd4,2024-04-05,2024,4,5,6,2868.25
Automotive,ad3e214f,,Credit Card,750.21,7114cbb3,Tire Gauge,2,4.0,New York,USA,AZ,4979 Cedar St,47277,"trending,sale,new",2024-11-01 23:00:43,b1818493-1b44-4842-b737-3db3530aa36c,2024-11-01,2024,11,1,6,1500.42
Automotive,89e2479e,,Bank Transfer,843.62,adb229af,Car Wax,3,2.0,Los Angeles,USA,NY,6859 Oak St,92216,"exclusive,new",2025-02-13 12:00:43,e218333e-9e3f-4679-a31b-9a2d4731ff18,2025-02-13,2025,2,13,5,2530.86
Books,f7de8bc1,,Debit Card,256.57,acc6ce6c,History,3,2.0,Houston,USA,NY,2223 Maple St,78186,limited,2024-05-08 12:05:43,8ffcebe6-1e37-4600-bd01-3ff1b56526e2,2024-05-08,2024,5,8,4,769.71
Clothing,01ee1c5e,,Gift Card,818.79,c98baf15,Socks,5,0.0,Phoenix,USA,TX,9022 Oak St,67768,"trending,limited,sale",2024-07-27 00:24:43,53a269a0-6da2-4f39-8441-dfbd201146b7,2024-07-27,2024,7,27,7,4093.95
Health,2791ab7b,,Bank Transfer,222.84,9df03673,Bandages,10,1.0,Los Angeles,USA,IL,6572 Main St,32718,,2024-10-18 05:43:43,75b95f31-3582-4caa-91be-a70bfb7a52d9,2024-10-18,2024,10,18,6,2228.4
Beauty,542cf9db,,PayPal,87.19,c0aca6f7,Shampoo,6,5.0,Chicago,USA,CA,8225 Main St,19088,"exclusive,sale",2024-08-20 15:13:43,ab818d7c-5e12-43cd-835d-2a470588359b,2024-08-20,2024,8,20,3,523.14
Health,b2f27327,,Cash,937.88,6ae75066,First Aid Kit,7,1.0,Phoenix,USA,NY,8512 Oak St,88718,,2024-11-19 12:58:43,b6540ae9-ce17-4ca4-8a86-1412cfa82f1a,2024-11-19,2024,11,19,3,6565.16
Beauty,4ce303f0,,Debit Card,890.41,ff77deab,Shampoo,8,1.0,Houston,USA,NY,3417 Pine St,91657,"limited,exclusive",2025-02-15 17:41:43,3c09a2a5-3cbe-41e1-bd94-5cfb980c8ae3,2025-02-15,2025,2,15,7,7123.28
Sports,35b2fc87,,Bank Transfer,540.74,6f9e3180,Basketball,2,0.0,Phoenix,USA,TX,8074 Pine St,35199,"trending,limited",2024-08-19 04:02:43,854a0ef8-81b8-4f49-adbe-52c68c7024a3,2024-08-19,2024,8,19,2,1081.48
Sports,7110d0c2,,Debit Card,833.08,aad78792,Yoga Mat,7,1.0,Los Angeles,USA,TX,3477 Maple St,19016,,2024-08-30 08:18:43,11258baa-024f-4359-bab4-a8f91e15c794,2024-08-30,2024,8,30,6,5831.56
Toys,23d747a8,,Credit Card,274.04,b64744aa,Stuffed Animal,4,3.0,Chicago,USA,TX,6811 Maple St,47441,sale,2024-06-21 03:27:43,87312f18-0dcb-4555-b6b0-c0a088e612ed,2024-06-21,2024,6,21,6,1096.16
Grocery,59bca40b,,Bank Transfer,257.77,66132481,Cereal,3,3.0,New York,USA,CA,3292 Main St,25141,"sale,exclusive",2025-02-05 09:25:43,627a0614-61ea-4ce3-b80c-1b0a190ea3d1,2025-02-05,2025,2,5,4,773.31
Electronics,30b1118c,,Debit Card,304.55,f9e6014e,TV,7,2.0,Phoenix,USA,NY,9174 Maple St,94225,,2025-01-25 09:37:43,8ef30023-4975-4133-b225-7d56f4080618,2025-01-25,2025,1,25,7,2131.85
Electronics,3a20f93d,,Debit Card,382.22,1df1ccda,Tablet,9,5.0,Phoenix,USA,CA,8746 Cedar St,16357,"exclusive,limited",2024-07-09 18:18:43,cf741890-d190-4058-a1a7-4ade99d6848b,2024-07-09,2024,7,9,3,3439.9800000000005
Toys,e50e6474,,Gift Card,275.07,7b5e6df9,Doll,5,0.0,Phoenix,USA,AZ,4028 Cedar St,36713,trending,2024-09-27 04:35:43,0c6f4007-412b-4c5c-afc1-f30135832c96,2024-09-27,2024,9,27,6,1375.35
Books,b4e968b1,,Bank Transfer,299.81,a092dd5f,Science Fiction,6,0.0,Houston,USA,NY,5186 Pine St,82641,"new,limited,exclusive",2024-12-15 17:29:43,7b468e5b-e191-4bf4-b731-f11deede8020,2024-12-15,2024,12,15,1,1798.8600000000001
Grocery,7b166b8e,,Gift Card,153.71,bf7703bb,Pasta,9,3.0,Phoenix,USA,AZ,4397 Main St,22568,"limited,new",2024-03-18 22:38:43,de7f2d58-0cde-46e5-a413-fd9dc048b0a9,2024-03-18,2024,3,18,2,1383.39
Toys,0d88fb6f,,Credit Card,252.15,bf16f27a,Stuffed Animal,7,1.0,Houston,USA,IL,6000 Pine St,80211,,2025-02-27 18:09:43,a627dd83-d89c-4bb5-92ea-a31d595d4364,2025-02-27,2025,2,27,5,1765.05
Sports,e0be6f45,,Cash,277.61,f0d738d4,Tennis Racket,2,3.0,Phoenix,USA,TX,3636 Cedar St,34523,exclusive,2024-09-17 02:55:43,19576fc6-3520-4da7-8950-362d1d5ce735,2024-09-17,2024,9,17,3,555.22
Automotive,79ebe47d,,Bank Transfer,818.1,da5f190e,Floor Mats,1,0.0,Houston,USA,IL,7904 Oak St,35157,"new,limited,exclusive",2024-04-18 14:05:43,04251d3f-b0ff-490d-84d8-09d3d09d2542,2024-04-18,2024,4,18,5,818.1
Electronics,1836881c,,Credit Card,907.18,e14ec16b,Smart Watch,4,5.0,Phoenix,USA,IL,6922 Oak St,37673,exclusive,2024-06-21 08:22:43,f5df1382-619d-4ff1-b5c7-2fccad22e56f,2024-06-21,2024,6,21,6,3628.72
Clothing,d26017c1,,Debit Card,649.87,12b34cc9,Jacket,2,3.0,Chicago,USA,IL,5459 Main St,73146,"trending,new,sale",2024-08-07 08:58:43,ce2ea86d-8166-4b61-b3d0-1a8a3beebe5f,2024-08-07,2024,8,7,4,1299.74
Home & Kitchen,4848fe75,,Gift Card,797.04,bc74208d,Microwave,5,4.0,Phoenix,USA,NY,7834 Oak St,48673,new,2024-12-08 13:59:43,268610d4-a617-4b84-94a9-7f7e614ad887,2024-12-08,2024,12,8,1,3985.2
Home & Kitchen,efd0ba48,,Bank Transfer,896.11,79afdd3f,Toaster,5,4.0,Houston,USA,AZ,6157 Cedar St,74059,trending,2024-07-06 11:50:43,9a364967-9410-49e7-a04b-d8d24266a018,2024-07-06,2024,7,6,7,4480.55
Health,761d38bf,,Bank Transfer,485.1,18131013,Bandages,8,0.0,Phoenix,USA,CA,3335 Main St,29203,sale,2025-01-12 19:17:43,0b049768-29f2-4d94-8a33-1d5ab7a27003,2025-01-12,2025,1,12,1,3880.8
Electronics,b3d3b17b,,Cash,967.77,fd21fc0e,Tablet,3,1.0,Chicago,USA,IL,488 Maple St,12537,"sale,exclusive,limited",2025-03-02 14:22:43,484427ba-e818-40c8-a123-bcf300dd130b,2025-03-02,2025,3,2,1,2903.31
Clothing,28166734,,PayPal,482.51,ec5c2893,Dress,7,3.0,Chicago,USA,CA,469 Cedar St,19138,"new,trending,sale",2024-06-02 07:17:43,68e8ee55-05f0-4dd6-8fa5-ea3b7a7efdef,2024-06-02,2024,6,2,1,3377.5699999999997
Toys,da1a1284,,Debit Card,862.8,5f70ff78,Board Game,2,0.0,Houston,USA,NY,7213 Cedar St,87016,"sale,exclusive",2024-04-26 18:21:43,220d768c-e504-477c-819e-d6eaa0eb7e9f,2024-04-26,2024,4,26,6,1725.6
Books,a4861a2f,,Bank Transfer,133.57,48d59c25,Science Fiction,10,1.0,Houston,USA,AZ,8853 Pine St,93041,"limited,new,trending",2024-08-13 02:52:43,1aee16ac-b5f8-437f-bde2-26e135b363e0,2024-08-13,2024,8,13,3,1335.6999999999998
Beauty,2fee979a,,Credit Card,564.93,6ce688a6,Nail Polish,5,5.0,Phoenix,USA,IL,5086 Oak St,92766,"limited,new,exclusive",2024-05-18 04:52:43,439d7504-1198-4be0-9d05-46f502caa47c,2024-05-18,2024,5,18,7,2824.6499999999996
Automotive,7a6dcbfa,,Gift Card,908.72,2ea11b6a,Car Wax,3,4.0,Houston,USA,CA,8348 Pine St,23215,new,2024-11-17 15:21:43,ea476937-3920-4eb6-93bf-aac9e8a9fbeb,2024-11-17,2024,11,17,1,2726.16
Grocery,22ddea70,,Bank Transfer,677.26,13f35b99,Cereal,1,0.0,New York,USA,AZ,5656 Main St,69052,exclusive,2025-02-17 16:51:43,456e4936-31fb-4b9c-aba2-6d137c216ab2,2025-02-17,2025,2,17,2,677.26
Beauty,f818f9db,,PayPal,735.91,68a7034f,Hair Dryer,6,0.0,Los Angeles,USA,AZ,2582 Cedar St,78156,"sale,trending,limited",2024-12-04 02:01:43,81e4223b-d172-406f-8de8-d015d550d7cc,2024-12-04,2024,12,4,4,4415.46
Electronics,77ed78e3,,Credit Card,931.77,6a900f4c,Laptop,9,5.0,Houston,USA,TX,6661 Maple St,21765,"limited,exclusive,sale",2024-04-26 06:57:43,f8121e70-3787-4e2d-b045-2578821c22b5,2024-04-26,2024,4,26,6,8385.93
Electronics,bba35039,,PayPal,990.31,0b96cfa1,Tablet,3,5.0,New York,USA,NY,3366 Main St,19782,"limited,trending,new",2024-07-05 09:41:43,f2464d3f-1094-461e-8f75-508f8bdbd718,2024-07-05,2024,7,5,6,2970.93
Sports,2c86cfe3,,Gift Card,516.89,43faec4a,Basketball,10,0.0,Houston,USA,CA,1297 Cedar St,41682,"limited,exclusive,trending",2025-02-11 03:01:43,2148bccb-9ed6-424a-83e4-94d60fa53d77,2025-02-11,2025,2,11,3,5168.9
Health,48fa84a9,,Gift Card,56.92,ddaa39fa,Thermometer,6,4.0,New York,USA,AZ,5946 Main St,43713,,2024-08-09 04:56:43,1e774694-f04f-4bd3-b010-bc7260b94a42,2024-08-09,2024,8,9,6,341.52
Toys,a418e8f2,,Bank Transfer,117.32,ea5125f8,Board Game,1,0.0,Phoenix,USA,NY,2354 Oak St,27732,"new,exclusive",2024-04-10 10:11:43,d3e30439-5401-43ea-911f-23800b2fbfb9,2024-04-10,2024,4,10,4,117.32
Health,8ebe888a,,Credit Card,436.74,fceff4bb,Bandages,6,0.0,Houston,USA,AZ,3141 Oak St,84614,sale,2024-10-19 08:02:43,d2843d72-dfaf-4d7a-bb60-fbe6ead76a41,2024-10-19,2024,10,19,7,2620.44
Toys,5cf9132e,,Debit Card,667.62,4c76cdef,Puzzle,6,5.0,Houston,USA,TX,9200 Pine St,94846,new,2024-05-08 00:23:43,62102631-65e3-4d95-8b44-ce08625e8f93,2024-05-08,2024,5,8,4,4005.7200000000003
Beauty,b1c3ebff,,Credit Card,284.36,d36a0fb0,Lipstick,7,4.0,Houston,USA,NY,7397 Maple St,16850,,2024-08-03 17:15:43,d0260865-0fa8-4dc8-b162-658c3f839599,2024-08-03,2024,8,3,7,1990.52
Home & Kitchen,d970baeb,,PayPal,922.21,4162e705,Microwave,10,0.0,New York,USA,CA,7693 Oak St,29955,trending,2024-05-01 08:07:43,598fe79c-0f17-4864-958e-54bb98015ce3,2024-05-01,2024,5,1,4,9222.1
Home & Kitchen,e121373e,,Cash,565.86,43416ed1,Knife Set,6,3.0,Phoenix,USA,TX,9324 Main St,23907,,2024-11-17 22:29:43,7a625701-dcaa-4322-bd77-d5e485fc8ff2,2024-11-17,2024,11,17,1,3395.16
Toys,0b71647f,,Bank Transfer,381.06,001714fb,Building Blocks,6,3.0,Chicago,USA,TX,5707 Main St,15417,"exclusive,sale",2024-12-22 14:46:43,57f89e0d-a641-4024-81b0-6b1b188adca3,2024-12-22,2024,12,22,1,2286.36
Home & Kitchen,45f7b929,,Debit Card,595.41,29c30be5,Microwave,5,1.0,Los Angeles,USA,AZ,7070 Maple St,50673,exclusive,2024-11-30 16:28:43,c662bdfc-5b3a-4417-a90f-df7dd6473483,2024-11-30,2024,11,30,7,2977.0499999999997
Grocery,a9982c35,,Bank Transfer,223.47,5fac9610,Cereal,2,5.0,Houston,USA,IL,9232 Cedar St,48265,"sale,trending,limited",2024-10-31 04:29:43,614b969c-88b5-4509-a642-f501437da8d7,2024-10-31,2024,10,31,5,446.94
Grocery,53e01131,,Bank Transfer,158.12,8a21dfde,Coffee,8,1.0,Houston,USA,NY,237 Oak St,81621,new,2025-02-18 11:31:43,7085d603-bc72-42b4-bc61-bf4f0e4949a8,2025-02-18,2025,2,18,3,1264.96
Home & Kitchen,c7f4bd90,,Debit Card,732.07,2cf8d010,Coffee Maker,2,0.0,Los Angeles,USA,CA,4655 Pine St,67653,"trending,new",2025-01-01 21:57:43,c58b2583-829a-4412-8509-f6fc4d5a20f0,2025-01-01,2025,1,1,4,1464.14
Sports,e2d173f6,,Bank Transfer,692.52,e931fde4,Running Shoes,6,4.0,Houston,USA,IL,1690 Oak St,62722,,2024-04-15 17:18:43,e4ce01de-788b-4d87-9668-05c16f158889,2024-04-15,2024,4,15,2,4155.12
Clothing,d4ec9eb1,,Bank Transfer,151.83,effd6715,T-shirt,3,2.0,Los Angeles,USA,NY,449 Main St,90950,"exclusive,sale",2025-01-29 16:31:43,72d02efb-cc2f-4776-96f6-64a63ae9ac1a,2025-01-29,2025,1,29,4,455.49
Health,713c581e,,Cash,635.15,a825df51,Bandages,9,3.0,Los Angeles,USA,CA,1503 Cedar St,53722,"exclusive,sale",2024-11-24 10:03:43,36a0e670-90c8-4c4e-8cdd-ce7d00661628,2024-11-24,2024,11,24,1,5716.349999999999
Books,2c3d6c46,,Debit Card,483.78,389af998,Self-Help,8,1.0,Los Angeles,USA,AZ,3807 Oak St,83529,"sale,new",2024-09-03 06:20:43,f402f30e-4290-433e-a06c-9f8987e07f7c,2024-09-03,2024,9,3,3,3870.24
Beauty,3b51073a,,Gift Card,186.52,d5674acb,Perfume,10,3.0,Phoenix,USA,IL,6285 Maple St,17399,,2024-06-10 07:49:43,39f252ae-a26b-4d91-a0d8-7ae77d1cfce8,2024-06-10,2024,6,10,2,1865.2
Clothing,42e4a03f,,PayPal,595.64,61ab7335,Hat,2,5.0,Phoenix,USA,NY,1771 Maple St,93631,,2024-05-29 23:50:43,230ec767-b324-4bb7-9570-7d483b275a12,2024-05-29,2024,5,29,4,1191.28
Books,c7ccad13,,PayPal,201.27,825db936,Fiction Novel,7,2.0,Los Angeles,USA,IL,3309 Maple St,27123,"new,limited",2024-04-12 22:08:43,4217bef6-208b-4034-a760-5e0615893494,2024-04-12,2024,4,12,6,1408.89
Sports,2d124c11,,Credit Card,44.87,773a35f2,Bicycle,2,0.0,Chicago,USA,TX,4136 Cedar St,33474,"new,exclusive,trending",2024-09-12 03:38:43,084b8798-f8a6-448d-9e48-380f368c3264,2024-09-12,2024,9,12,5,89.74
Grocery,2183295c,,Cash,37.12,fef49f19,Pasta,7,1.0,New York,USA,NY,4206 Pine St,85856,"limited,trending",2025-01-01 09:52:43,d0dbc6a2-8d07-48ed-8bb4-4446b90950d4,2025-01-01,2025,1,1,4,259.84
Sports,a8c71935,,Gift Card,383.81,218ba486,Yoga Mat,3,2.0,Houston,USA,TX,2726 Maple St,99350,trending,2024-10-01 03:44:43,47c4a5ad-2a90-4dcf-b34c-3181ab27e0b2,2024-10-01,2024,10,1,3,1151.43
Health,3968c792,,Bank Transfer,809.52,9936d070,Bandages,8,3.0,New York,USA,CA,4015 Main St,33954,"trending,new,sale",2025-01-18 17:28:43,eda63785-ac4e-4f1d-b33f-85fb6e341b16,2025-01-18,2025,1,18,7,6476.16
